metric,group,time_bin_start_day,n_wells,center,error,metric_label
template_half_width_ratio,NPH,3,12,0.9969321061758037,0.009130546653254145,template_half_width (ratio to baseline)
template_half_width_ratio,10uM,6,12,1.0446960137190189,0.008512349586429312,template_half_width (ratio to baseline)
template_half_width_ratio,20uM,6,9,1.0504675716440424,0.016134947369384586,template_half_width (ratio to baseline)
template_half_width_ratio,CT,6,12,1.0264440534048378,0.01445119823454477,template_half_width (ratio to baseline)
template_half_width_ratio,IVH-E,6,12,1.0153186274509804,0.012739733288362483,template_half_width (ratio to baseline)
template_half_width_ratio,IVH-L,6,12,1.0032561043285237,0.011958811955741968,template_half_width (ratio to baseline)
template_half_width_ratio,NPH,6,12,1.0187074829931972,0.011276586617787798,template_half_width (ratio to baseline)
template_half_width_ratio,10uM,9,16,1.02922462777952,0.008239946958804475,template_half_width (ratio to baseline)
template_half_width_ratio,20uM,9,12,1.0278808446455505,0.011831651047864914,template_half_width (ratio to baseline)
template_half_width_ratio,CT,9,16,1.0055408915703032,0.012645728822067772,template_half_width (ratio to baseline)
template_half_width_ratio,IVH-E,9,15,0.9740522875816994,0.020826545220339613,template_half_width (ratio to baseline)
template_half_width_ratio,IVH-L,9,15,0.9947130348994944,0.009657596046307898,template_half_width (ratio to baseline)
template_half_width_ratio,NPH,9,16,0.9817677070828331,0.008560835839380177,template_half_width (ratio to baseline)
